AccountNumber,AccountName,CompleteCustomerChurn
ACCT0004533,Kate Spade,0
ACCT0004535,Loews Corporation,0
ACCT0004550,Moody's Corporation,0
ACCT0004558,"NBTY Global, Inc.",0
ACCT0004565,New York Presbyterian Hospital,0
ACCT0004568,Intercontinental Exchange | NYSE,0
ACCT0004574,Parsons Brinckerhoff Inc,0
ACCT0004581,PHH Corporation,0
ACCT0004584,Ralph Lauren Corporation,0
ACCT0004586,PSEG (Public Service Enterprise Group Inc.),0
ACCT0004600,Scholastic Corporation,0
ACCT0004618,Blackstone Group LP,0
ACCT0004632,WP Company LLC,0
ACCT0004633,Tiffany and Company,0
ACCT0004661,Warner Music Group Corp.,0
ACCT0004664,"Weight Watchers International, Inc",0
ACCT0004670,General Electric - Appliance & Lighting,0
ACCT0004677,UCAS,1
ACCT0004684,EnerNOC. Inc.,0
ACCT0004686,Ohio State University Medical Center,0
ACCT0004687,Scottrade Inc,0
ACCT0004699,Tickets.com,0
ACCT0004702,Spotless Services Ltd,0
ACCT0004707,Kansas State University,0
ACCT0004726,Rentokil Initial 1927 Plc,0
ACCT0004735,ASML Netherlands B.V.,0
ACCT0004744,General Electric - GE Healthcare,1
ACCT0004748,Grant Thornton LLP,0
ACCT0004751,National Public Radio Inc,0
ACCT0004753,Santander Consumer USA Inc,0
ACCT0004754,"Dolby Laboratories, Inc.",0
ACCT0004755,City Utilities of Springfield Missouri,0
ACCT0004756,USI Insurance Services LLC,0
ACCT0004764,Bioreliance Corp,1
ACCT0004769,Wellcome Trust,0
ACCT0004772,College Board,0
ACCT0004781,Virgin Care,0
ACCT0004784,Fuji Xerox Australia Pty Ltd,0
ACCT0004798,NHS - London Programme for IT,1
ACCT0004799,Linfox,0
ACCT0004803,Mozilla Corp,0
ACCT0004826,Corporation of the Presiding Bishop,0
ACCT0004838,Domestic & General Services Ltd,0
ACCT0004839,Cedar Consulting,0
ACCT0004842,The Argus Group,0
ACCT0004849,BP International,0
ACCT0004855,Inoapps Ltd. (Formerly Teamsolve Ltd.),0
ACCT0004866,Allianz Global Corporate and Specialty,0
ACCT0004868,KinderCare Education LLC,0
ACCT0004870,Reed Exhibitions Ltd,0
ACCT0004874,Facebook Inc,1
ACCT0004879,International Flavors and Fragrances,0
ACCT0004888,NHS - BT Health,1
ACCT0004892,State of Iowa,0
ACCT0004897,Fair Isaac Corporation,0
ACCT0004901,Willis Group Holdings,0
ACCT0004902,JT International SA,0
ACCT0004905,"Lord, Abbett & Co. LLC",0
ACCT0004906,Les Schwab Tire Centers,0
ACCT0004908,BlueShield Of California,0
ACCT0004909,Northwestern Medicine,0
ACCT0004911,Vector Communications Ltd,0
ACCT0004913,AGL Macquarie Pty Limited,1
ACCT0004916,MSCI Inc,0
ACCT0004919,TransWorks,0
ACCT0004932,Acument Global Technologies Inc,0
ACCT0004936,Koch Industries Inc,0
ACCT0004940,Hyatt Corporation,0
ACCT0004941,County of Tulare,0
ACCT0004944,Brit Group Services,0
ACCT0004952,"Taconic Biosciences, Inc.",0
ACCT0004957,Philip Morris International,0
ACCT0004960,Blackboard Inc,0
ACCT0004962,Asurion Corp,0
ACCT0004965,MWAA,0
ACCT0004967,Sprint (formerly Clear Wireless Corporation),0
ACCT0004969,Neustar Inc,0
ACCT0004976,KPN Corporate Market BV,0
ACCT0004990,"Zillow Group, Inc.",0
ACCT0005006,Metcash,0
ACCT0005017,PA Consulting,0
ACCT0005021,Blue Coat Systems Inc,0
ACCT0005022,Lantheus Medical Imaging Inc,0
ACCT0005029,"Synaptics, Incorporated",0
ACCT0005041,Philips Corporate IT,0
ACCT0005043,Cargonaut B.V.,1
ACCT0005044,British Columbia Registry Services,0
ACCT0005053,Ion Beam Applications SA,0
ACCT0005058,Western & Southern Financial Group Inc,0
ACCT0005065,Teradata Corp,0
ACCT0005071,Quintiles Transnational Corp,0
ACCT0005074,Chaumet Intl SA,0
ACCT0005083,Hillsborough County Aviation Authority,0
ACCT0005087,YRC Worldwide Inc.,0
ACCT0005093,Vancouver Community College,1
ACCT0005097,Hearst Magazines,0
ACCT0005098,Smith & Nephew Inc,0
ACCT0005102,Yusen Logistics UK (Former NYK),0
ACCT0005108,Wincanton PLC,0
ACCT0005111,Envision Healthcare Inc.,0
ACCT0005114,State Of Ohio Office Of Information Technology,0
ACCT0005116,thePlatform for Media Inc.,0
ACCT0005124,Queensland CITEC,0
ACCT0005141,"Sub-Zero Group, Inc.",0
ACCT0005144,Advertising.com,0
ACCT0005146,Hazelden Foundation,0
ACCT0005148,Prime Therapeutics LLC,0
ACCT0005154,POWERLINK Queensland,0
ACCT0005164,KGB,0
ACCT0005165,Cancer Research UK,0
ACCT0005170,Jazz Pharmaceuticals inc,0
ACCT0005176,AmWINS Group Inc,0
ACCT0005178,UBS Financial Services Inc,0
ACCT0005190,Samson Investment Company,0
ACCT0005194,University of Virginia,0
ACCT0005200,TSL Education,0
ACCT0005204,Tyco Fire and Security Australia,0
ACCT0005209,Richemont Group,0
ACCT0005221,CyberLink AG,0
ACCT0005231,Unitus Community Credit Union,0
ACCT0005233,Cottage Health,0
ACCT0005241,NetJets Inc,0
ACCT0005246,Forethought Financial Services Inc (Global Atlantic Financial Company),0
ACCT0005260,Lennox International Inc,0
ACCT0005271,Emerson Climate Technologies Inc,0
ACCT0005275,NetHope (Worldvision),0
ACCT0005276,Nintendo of America Inc,0
ACCT0005277,Cleveland State University,0
ACCT0005278,Education Management Corporation,0
ACCT0005281,Northwell Health,0
ACCT0005286,NYK Logistics North America Inc,0
ACCT0005287,ESCO Corp,0
ACCT0005291,Inchcape Management Services Ltd,0
ACCT0005310,Allied World Assurance Co US Inc,0
ACCT0005311,Paramount Pictures,0
ACCT0005316,Icap Services North America LLC,0
ACCT0005317,International Securities Exchange LLC,1
ACCT0005323,Cravath Swaine & Moore LLP,0
ACCT0005326,MTA New York City Transit,0
ACCT0005330,WPP Group (Core Media),0
ACCT0005345,Weber State University,0
ACCT0005347,"Novant Health, Inc.",0
ACCT0005350,"Cree, Inc.",0
ACCT0005351,Beazley Management Ltd,0
ACCT0005352,Excellus Health Plan Inc,0
ACCT0005373,Everest Reinsurance Group,0
ACCT0005378,Milgard Windows & Doors,0
ACCT0005381,Gibson Energy Inc,0
ACCT0005388,Mercy Health,0
ACCT0005391,Healthways Inc.,1
ACCT0005396,"NBC Universal, Inc.",0
ACCT0005413,Interoute Communication Limited,0
ACCT0005415,EDP / Energias de Portugal,0
ACCT0005420,National Gypsum Company,0
ACCT0005425,Athene Annuity and Life Company,0
ACCT0005428,VOYA Financial,0
ACCT0005429,Futura Services Inc,0
ACCT0005432,Transzap Inc,0
ACCT0005436,Federal Home Loan Bank of San Francisco,0
ACCT0005438,National Stock Exchange Inc,0
ACCT0005440,Centrica plc,0
ACCT0005443,Fox Entertainment Group Inc,0
ACCT0005456,University Of Calgary,0
ACCT0005469,World Bank Group,0
ACCT0005472,British Columbia Automobile Association,0
ACCT0005478,"Einstein Noah Restaurant Group, Inc.",0
ACCT0005491,Saint Luke's Health System Inc,0
ACCT0005506,Severn Trent Plc,0
ACCT0005507,E D & F Man Limited (former Man Investments),0
ACCT0005525,Simon Fraser University,0
ACCT0005531,Invensys Inc,0
ACCT0005533,TGI Friday's Inc.,0
ACCT0005535,Falcon Private Bank AG (Formerly AIG Private Bank Ltd.),0
ACCT0005537,AS Sertifitseerimiskeskus (SK),0
ACCT0005545,Flextronics International Ltd.,0
ACCT0005550,Kamehameha Schools,0
ACCT0005556,Sony Pictures Entertainment Inc,0
ACCT0005560,VMware - One Cloud,0
ACCT0005561,Morrison & Foerster LLP,0
ACCT0005564,NHS Brent & Harrow PCT,1
ACCT0005566,Boart Longyear Co,0
ACCT0005571,"Hain Celestial Group, Inc.",0
ACCT0005585,Challenger Group Services Pty Limited,0
ACCT0005593,Queensland Department of Housing and Public Works,0
ACCT0005594,Queensland WOG - Gold Coast City Council (GCCC),0
ACCT0005595,Queensland WOG - Griffith University,0
ACCT0005596,Westpac Banking (Capital Finance Australia),0
ACCT0005598,National Australia Bank Ltd,0
ACCT0005600,News Ltd,0
ACCT0005602,Queensland Health - GCUH,0
ACCT0005603,Queensland Transport,0
ACCT0005604,VISY,0
ACCT0005606,University of Western Australia,0
ACCT0005607,ZettaServe Pty Ltd,0
ACCT0005624,JMC Steel Group (Formerly John Maneely Company),0
ACCT0005630,Neuberger Berman LLC,0
ACCT0005645,Panasonic Automotive Systems Company of America,0
ACCT0005646,Ohio State University Office of Information Technology,0
ACCT0005650,Atkins Ltd,0
ACCT0005657,OLVG,1
ACCT0005661,Wellington Management Co LLP,0
ACCT0005663,AXIS Capital Holdings Limited,0
ACCT0005668,Loma Linda University Health,0
ACCT0005673,"Tesoro Companies, Inc.",0
ACCT0005684,Discount Tire Co Inc,0
ACCT0005689,Direct Edge Inc,1
ACCT0005693,Tucson Medical Center,0
ACCT0005695,AMOS of America Inc,0
ACCT0005707,Newport Corporation,0
ACCT0005712,Jackson Walker LLC,0
ACCT0005722,World Wrestling Entertainment Inc,0
ACCT0005725,Commonwealth of Pennsylvania,0
ACCT0005726,"California State University, Fullerton",0
ACCT0005737,Multnomah County,0
ACCT0005739,"Brinks, Inc.",0
ACCT0005742,Intuitive Surgical Inc,0
ACCT0005751,Solvinity BV (former ASP4ALL),0
ACCT0005752,Skandia Forsaljning AB,0
ACCT0005759,Arch Capital Group Inc,0
ACCT0005760,Great American Insurance Group,0
ACCT0005766,Centric Consulting LLC,0
ACCT0005767,Regeneron Pharmaceuticals Inc,0
ACCT0005769,OCLC,0
ACCT0005773,bwin.party Management (Gibraltar) Ltd,0
ACCT0005775,SICPA Security Solutions SA,0
ACCT0005778,Visiting Nurse Service of New York,0
ACCT0005785,Hanover Insurance Group,0
ACCT0005788,Commerce Insurance Company,0
ACCT0005795,Postmedia Network,0
ACCT0005796,SaskTel,0
ACCT0005806,Tarrant County Information Technology,0
ACCT0005817,Hughes Network Systems Ltd,0
ACCT0005819,University of Birmingham,0
ACCT0005821,Red Bull North America,1
ACCT0005824,"University of California, San Francisco",0
ACCT0005825,IOGI SA,0
ACCT0005830,Rogers Communications Inc,0
ACCT0005831,Southern Company,0
ACCT0005837,Alfa Laval Lund AB,0
ACCT0005838,Air Liquide,0
ACCT0005848,"California State University, East Bay",0
ACCT0005869,FGL Sports Ltd.,0
ACCT0005872,The RMR Group,0
ACCT0005885,Bupa Ltd,0
ACCT0005896,Arkansas Children's Hospital,0
ACCT0005899,Maricopa County Community College District,0
ACCT0005906,Gogo LLC,0
ACCT0005919,Bank of Nova Scotia,0
ACCT0005931,Fresenius Medical Care North America,0
ACCT0005937,Weston Foods,0
ACCT0005940,National Bank of Canada,0
ACCT0005941,National Life Group,0
ACCT0005948,RONA Inc.,1
ACCT0005951,"Tufts Associated Health Plans, Inc.",0
ACCT0005955,Siemens Plc (UK),1
ACCT0005961,Underwriters Laboratories Inc,0
ACCT0005970,ICAP Plc,0
ACCT0005972,Aimia Inc,0
ACCT0005976,Claranet Ltd,0
ACCT0005978,University of Utah,0
ACCT0005986,Arbitron Inc,1
ACCT0005990,Kesko Oyj,0
ACCT0005995,Telereal Trillium Ltd,0
ACCT0006001,Duke University Health System Inc,0
ACCT0006016,Univar Inc,0
ACCT0006020,Madison Area Technical College,0
ACCT0006021,City of Surrey,0
ACCT0006022,Metropolitan Housing Partnership,0
ACCT0006024,"T-Mobile USA, Inc",0
ACCT0006029,Honda R&D Americas Inc,0
ACCT0006032,Corbis Corporation,1
ACCT0006035,University of California Los Angeles,0
ACCT0006037,Harvard University,0
ACCT0006041,"University of California, Santa Barbara",0
ACCT0006045,Amarillo College,0
ACCT0006050,British Council,0
ACCT0006052,Vanquis Bank Limited,1
ACCT0006128,Arthur J Gallagher & Co (Aus) Limited,0
ACCT0006129,Blue Cross of Idaho,0
ACCT0006131,"Lowe's Companies, Inc",0
ACCT0006132,South Central Regional Information Center (Broome-Tioga BOCES),0
ACCT0006135,DISH Purchasing Corporation,0
ACCT0006138,"OS Management, Inc.",0
ACCT0006140,University of Warwick,0
ACCT0006141,Virgin Money plc,0
ACCT0006149,"Tailored Shared Services, LLC",0
ACCT0006150,Cloudseed (Pty) Ltd.  (SMMT Online Pty Ltd),1
ACCT0006151,Newcastle Upon Tyne Hospitals NHS Foundation Trust,0
ACCT0006169,Herbalife International Inc,0
ACCT0006177,Invesco Ltd,0
ACCT0006180,Direct Energy,0
ACCT0006188,Lafarge North America Inc.,0
ACCT0006194,John Lewis Plc,0
ACCT0006199,Dole Packaged Foods LLC,0
ACCT0006200,Dallas Cowboys,0
ACCT0006202,Deloitte Services (Customer) USA,0
ACCT0006205,First National Of Nebraska Inc,0
ACCT0006206,Jefferson County,0
ACCT0006209,Arise Virtual Solutions Inc,0
ACCT0006210,Motricity,1
ACCT0006211,Payless ShoeSource,0
ACCT0006214,City Of Calgary,0
ACCT0006219,Viterra Inc.,0
ACCT0006221,"ACT, Inc.",0
ACCT0006224,SunPower Corporation,0
ACCT0006225,TrueBlue Inc,0
ACCT0006257,Concurrent Technologies Corporation,0
ACCT0006261,Kaiser Aluminum,0
ACCT0006264,CareFirst BlueCross BlueShield,0
ACCT0006275,Barrick Gold Corporation,0
ACCT0006278,Ontario Lottery and Gaming Corporation,0
ACCT0006316,Resolute Forest Products Canada Inc.,0
ACCT0006326,Agropur Dairy Cooperative,0
ACCT0006338,Janney Montgomery Scott LLC,0
ACCT0006351,Royal Mail Group Ltd.,0
ACCT0006353,Symcor Inc,0
ACCT0006355,Teck Resources Limited,0
ACCT0006358,Kaplan Inc,0
ACCT0006364,Timberland LLC,1
ACCT0006367,Toyota Financial Services,0
ACCT0006371,University Of California Los Angeles - Health System,0
ACCT0006393,University of Portland,0
ACCT0006397,"California State University, Office of the Chancellor",0
ACCT0006399,"Equinix, Inc.",0
ACCT0006400,"AM/NS Calvert LLC (formerly ThyssenKrupp Steel USA, LLC)",0
ACCT0006404,Honda North America,0
ACCT0006405,Belkin International Inc,0
ACCT0006412,Rambus Inc.,0
ACCT0006417,Concur Technologies Inc,0
ACCT0006419,Overwaitea Food Group Limited Partnership,0
ACCT0006427,Auckland University Of Technology,0
ACCT0006430,Hexaware Technologies - Jeppeson,0
ACCT0006441,WOLSELEY (Ferguson),0
ACCT0006442,NHS Camden Clinical Commissioning Group (CCG),0
ACCT0006457,State Of Delaware,0
ACCT0006479,NYC Dept of Youth & Community Development,0
ACCT0006489,ArcBest Technologies (frmly Data Tronics Corporation),0
ACCT0006516,Mediterranean Shipping Company (MSC),0
ACCT0006540,Thermo Fisher Scientific,0
ACCT0006542,UMB Financial Corporation,0
ACCT0006544,Globo.com,0
ACCT0006555,Celerion Inc,0
ACCT0006558,University of California Office of President,0
ACCT0006562,Aldo Group,0
ACCT0006565,"California State University, Sacramento",0
ACCT0006569,"University of California, Irvine",0
ACCT0006577,California State University Los Angeles,0
ACCT0006580,Seton Hall University,0
ACCT0006581,Gulfstream Aerospace Corp,0
ACCT0006583,Athabasca University,0
ACCT0006586,Bryan Cave LLP,1
ACCT0006591,Hennepin County Medical Center,0
ACCT0006615,F5 Networks Inc,0
ACCT0006630,Boots,0
ACCT0006635,"Bridgepoint Education, Inc.",0
ACCT0006636,Becton Dickinson GSS,0
ACCT0006637,"Forex Capital Markets, LLC",1
ACCT0006644,Smart Technologies ULC,1
ACCT0006647,HSBC Global Services UK Ltd,0
ACCT0006648,Foodstuffs (Auckland) Limited,1
ACCT0006657,"University of California, Davis",0
ACCT0006667,Kettering Health Network,0
ACCT0006685,Government of Manitoba,0
ACCT0006691,ALS Limited,0
ACCT0006695,Transcom,0
ACCT0006701,"Bon-Ton Stores, Inc.",0
ACCT0006702,Geneia LLC,0
ACCT0006709,"EGS Corporation (NCO Group, Inc.)",0
ACCT0006710,ProMedica Health Systems Inc,0
ACCT0006716,Shire US Inc,0
ACCT0006719,Informa PlUK Ltdc,0
ACCT0006721,ATCORE Technology Ltd,0
ACCT0006723,Four Seasons Hotels,0
ACCT0006727,Toyota Motor Manufacturing Canada Inc,0
ACCT0006751,University of California Merced,0
ACCT0006757,Vopak Global Information Services,0
ACCT0006760,Macquarie University,0
ACCT0006763,Reed Elsevier Technology Services Inc,0
ACCT0006768,Umass Amherst,0
ACCT0006769,Boston Medical Center Corp,0
ACCT0006774,BlueCross BlueShield of Louisiana,0
ACCT0006779,Greenville Health System,0
ACCT0006780,Epicor Software Corp,0
ACCT0006781,"Waggener Edstrom Worldwide, Inc.",0
ACCT0006785,Saint Francis Health System Inc,0
ACCT0006790,Valley Health System,0
ACCT0006796,"ANSYS, Inc.",0
ACCT0006802,"Buffalo Wild Wings, Inc.",0
ACCT0006809,FEI Company,0
ACCT0006810,General Atomics,0
ACCT0006824,Gardner Denver Inc,0
ACCT0006831,Royal Automobile Club of Victoria (RACV) Ltd,0
ACCT0006833,LexisNexis Group,0
ACCT0006834,Fiat Chrysler,0
ACCT0006835,Bahrain Polytechnic,1
ACCT0006842,Macquarie Telecom Pty Ltd,0
ACCT0006851,Moses Cone Health System,0
ACCT0006854,Stora Enso AB,0
ACCT0006856,Novo Nordisk AS,0
ACCT0006858,Wellmont Health System,0
ACCT0006863,Premier Health Partners,0
ACCT0006867,Elster Holdings GmbH,0
ACCT0006868,Onninen Oy,0
ACCT0006869,Cargotec,0
ACCT0006871,Hopital Du Valais - Institut Central ICHV,0
ACCT0006872,Aeroport International De Geneve,0
ACCT0006887,MIR3 Inc,0
ACCT0006892,Cbeyond Inc,1
ACCT0006897,DJO Global Inc,0
ACCT0006903,CareGroup Healthcare System,0
ACCT0006905,Locaweb Servicos de Internet S.A.,0
ACCT0006906,AvMed Health Plans,0
ACCT0006910,IDP Education Pty Ltd,0
ACCT0006915,EMI Publishing (UK),0
ACCT0006917,Toshiba America Business Solutions,0
ACCT0006929,Euler Hermes Group,0
ACCT0006930,SeaWorld Parks & Entertainment Inc,0
ACCT0006933,Torus Insurance,1
ACCT0006937,"Samuel, Son & Co. Ltd.",0
ACCT0006939,Allianz Global Investors of America L.P.,0
ACCT0006940,Cox Automotive,0
ACCT0006942,FairPoint Communications Inc,0
ACCT0006943,CHEP Company,0
ACCT0006944,"Epocrates, Inc.",1
ACCT0006946,Allied Solutions LLC,0
ACCT0006947,Ares Management LLC,0
ACCT0006958,Eastern Maine Healthcare Systems,0
ACCT0006966,"Velocity Technology Solutions, Inc.",0
ACCT0006970,eHealth NSW,0
ACCT0006980,Queensland WOG - CorpTech,0
ACCT0006981,Franciscan Missionaries Of Our Lady Health System Ic,0
ACCT0006991,"Allison Transmission, Inc",0
ACCT0007001,Alexander Mann,0
ACCT0007002,Purdue Pharma L.P.,0
ACCT0007003,Ferring AG,0
ACCT0007006,United Business Media LLC,0
ACCT0007013,TNT Express ICS Limited,0
ACCT0007014,The Chubb Corporation,0
ACCT0007017,Virginia Polytechnic Institute And State University,0
ACCT0007021,"Actelion Pharmaceuticals US, Inc",0
ACCT0007041,Sage (UK) Limited,0
ACCT0007046,Tyco Safety Products,0
ACCT0007048,Skanska USA Inc,0
ACCT0007051,Norges Idrettsforbund (NIF),0
ACCT0007063,Synchronoss Software Ireland Limited (former NewBay Software Ltd),1
ACCT0007066,SAP SE (Crossgate),0
ACCT0007071,Oxfam GB,0
ACCT0007074,Stockmann Oyj Abp,0
ACCT0007075,Cabot Financial (Europe) Limited,0
ACCT0007078,Ascend Performance Materials,0
ACCT0007085,I-Bridge BV,0
ACCT0007086,University of Arkansas-Fort Smith,0
ACCT0007100,Imperial College London Ltd,0
ACCT0007101,Medica,0
ACCT0007102,Centene Corp.,0
ACCT0007118,State Of Maryland,0
ACCT0007140,Fresenius Netcare GmbH,0
ACCT0007151,University Of California - UCSD Health Sciences,0
ACCT0007160,Coca-Cola Company,0
ACCT0007162,Alb??a Services (Alb??a Group),0
ACCT0007163,Eastern Washington University Inc,0
ACCT0007180,St. Luke's Health Network,0
ACCT0007184,Melbourne IT (WebCentral Pty Ltd),0
ACCT0007188,Cenovus Energy Inc,0
ACCT0007194,Bayer Business Services GmbH,0
ACCT0007202,Qantas Airways Ltd,0
ACCT0007205,International Air Transport Association IATA,0
ACCT0007222,Yamana Gold Inc,0
ACCT0007236,Dollarama,0
ACCT0007243,Denovo,0
ACCT0007249,O'Melveny & Myers LLP,0
ACCT0007251,Asante Health System,0
ACCT0007254,FIL Investment Management Limited,0
ACCT0007255,EQT Corp,0
ACCT0007282,Swisscanto Asset Management AG,0
ACCT0007293,Nav Canada,0
ACCT0007296,CERN,0
ACCT0007305,ApplicationNet BV,0
ACCT0007313,Alliance Pipeline Ltd.,0
ACCT0007315,Under Armour Inc,0
ACCT0007321,eProtex,0
ACCT0007323,Baystate Health inc,0
ACCT0007329,Sprint NOC (formerly Clear Wireless Corporation NOC),0
ACCT0007331,Spirit Pub Company Services Ltd,0
ACCT0007336,Orica Ltd,0
ACCT0007338,Telstra International EMEA,1
ACCT0007339,Auburn University,0
ACCT0007340,Smart421 Ltd,0
ACCT0007341,WDS Global Ltd (Wireless Data Services),1
ACCT0007346,JSE Ltd,0
ACCT0007350,Cargill B.V,0
ACCT0007351,Travelport LP,0
ACCT0007361,WellMed Medical Management Inc,0
ACCT0007369,Queensland Department of Education and Training,0
ACCT0007374,BSH Hausger?ñte GmbH,0
ACCT0007375,Bunge Europe,0
ACCT0007380,Elisa (Parent of Appelsiini),0
ACCT0007386,Europcar,0
ACCT0007394,Reed Professional Services LP,0
ACCT0007424,"California State Polytechnic University, Pomona",0
ACCT0007430,Deckers Outdoor Corporation,0
ACCT0007431,"California State University, Dominguez Hills",0
ACCT0007451,Volkswagen AG,0
ACCT0007452,KPN IT/NL,0
ACCT0007454,Franke Management AG,0
ACCT0007462,OARnet,0
ACCT0007464,Bain Capital LLC,0
ACCT0007484,Rowan University,0
ACCT0007491,Neste Oyj,0
ACCT0007496,Tieto Oyj,0
ACCT0007498,Delta Dental of Rhode Island,1
ACCT0007515,Loyola Marymount University Inc,0
ACCT0007516,AccentCare Inc,0
ACCT0007517,Lululemon Athletica Inc,0
ACCT0007524,CIMIC Group Limited,0
ACCT0007526,"Panda Restaurant Group, Inc.",0
ACCT0007527,L.A. Fitness International LLC,0
ACCT0007530,Ingeus Europe Ltd,0
ACCT0007538,Sanoma Corporation,0
ACCT0007540,F-Secure Corporation,0
ACCT0007549,Whitbread,0
ACCT0007551,Mitchells & Butlers Leisure Retail Limited,0
ACCT0007555,William Hill Plc,0
ACCT0007570,A & N Media,0
ACCT0007574,National Grid Plc UK,0
ACCT0007575,IBM UK Ltd - WPP,0
ACCT0007576,TriCore Laboratory Services Corp,0
ACCT0007577,"Rackspace US, Inc",0
ACCT0007580,Murdoch University,0
ACCT0007588,Harrods Ltd,0
ACCT0007590,Konecranes Global Corporation,0
ACCT0007591,VR-Group Ltd,0
ACCT0007593,Recall Corporation,0
ACCT0007595,Maxam Europe SA,0
ACCT0007596,Tabcorp Intl Pty Ltd,0
ACCT0007601,Douglas County Government,0
ACCT0007628,"Aritzia, LP",0
ACCT0007633,Posti Group Oyj,0
ACCT0007644,Capital District Physicians Health Plan Inc CDPHP,0
ACCT0007651,Healthfirst Inc,0
ACCT0007661,NICE Systems Ltd,0
ACCT0007666,Related Companies Inc,0
ACCT0007673,Time Inc.,0
ACCT0007684,Landgate,0
ACCT0007689,Canadian Western Bank,0
ACCT0007699,BlueLock LLC,0
ACCT0007706,Infraserv GmbH & Co. H??chst KG,1
ACCT0007709,Pentana Solutions Pty Ltd,0
ACCT0007710,Rovi Corporation,0
ACCT0007717,Allen and Overy LLP,0
ACCT0007727,BMW AG,0
ACCT0007729,Alexion Pharmaceuticals Inc,0
ACCT0007734,Saint Francis Care Inc,0
ACCT0007754,Colliers International USA Inc,0
ACCT0007759,Cetera Financial Group Inc,0
ACCT0007765,Integra Telecom Inc,0
ACCT0007767,LinkedIn Corporation,0
ACCT0007769,"Chart Industries, Inc.",0
ACCT0007771,University of California - Irvine Medical Center,0
ACCT0007772,First Financial Bancorp,0
ACCT0007781,"Entropic Communications, Inc.",0
ACCT0007785,Colt Technology Services,0
ACCT0007788,"Jeppesen Sanderson, Inc.",0
ACCT0007789,Goodyear Dunlop Belgium (Fujitsu),0
ACCT0007885,"Dynamex, Inc.",1
ACCT0007889,Huntington Hospital,0
ACCT0007905,A.S. Watson (Superdrug),0
ACCT0007906,Federal Home Loan Bank Of Boston,0
ACCT0007907,Farm Credit Bank Of Texas,0
ACCT0007908,Twitter Inc,0
ACCT0007913,Clifford Chance LLP,0
ACCT0007932,The Royal Institution for the Advancement of Learning/ McGill University,0
ACCT0007947,Avid,0
ACCT0007948,Event Hospitality & Entertainment Ltd,0
ACCT0007953,"First Banks, Inc.",0
ACCT0007961,"Verisk Analytics, Inc.",0
ACCT0007982,"athenahealth, Inc.",0
ACCT0007985,Commonwealth Financial Network,0
ACCT0007994,Haemonetics Corporation,0
ACCT0008002,NGAM Advisors LP,0
ACCT0008006,Sapient Corporation,0
ACCT0008008,HCL - Sensata Technologies,0
ACCT0008020,Guy's St Thomas' NHS Foundation Trust,0
ACCT0008027,"ReachLocal, Inc.",0
ACCT0008030,SVB Financial Group,0
ACCT0008034,Digital Realty Trust LP,0
ACCT0008045,Chevron Federal Credit Union,0
ACCT0008049,"BKD, LLP",0
ACCT0008052,European Directorate for the Quality of Medicines,1
ACCT0008067,BlueCross BlueShield Association,0
ACCT0008072,Edward Elmhurst Healthcare,0
ACCT0008087,Crowe Horwath LLP,0
ACCT0008090,"Terracon Consultants, Inc.",0
ACCT0008096,"Carhartt, Inc.",0
ACCT0008098,Lakeland HealthCare,0
ACCT0008100,"Plante & Moran, PLLC",0
ACCT0008111,St. Anthony's Medical Center,0
ACCT0008120,Central 1 Credit Union,0
ACCT0008123,"Match.com, LLC",0
ACCT0008126,Onyx Payments,0
ACCT0008135,WideOpenWest Networks LLC WOW!,0
ACCT0008138,Mutuelle Nationale Territoriale,0
ACCT0008139,Burns & McDonnell Inc,0
ACCT0008154,"Baker Tilly Virchow Krause, LLP",0
ACCT0008159,ProHealth Care Inc,0
ACCT0008176,Holland America Line Inc.,0
ACCT0008185,"Cushman & Wakefield, UK Ltd",0
ACCT0008188,"MSG Sports & Entertainment, LLC",0
ACCT0008190,MetLife Europe Ltd,0
ACCT0008191,Firmenich SA,0
ACCT0008192,Hopitaux Universitaires Genevois,0
ACCT0008196,Kmart Australia Limited,0
ACCT0008197,National Australia Bank - AdvantEdge,1
ACCT0008198,Pacific Life - Retirement Services,0
ACCT0008200,"University of California, San Francisco - Epic",0
ACCT0008201,Utah State University,0
ACCT0008202,Alberta Motor Association,0
ACCT0008205,"O'Neil & Associates, Inc.",0
ACCT0008207,University Of Central Florida,0
ACCT0008211,City of Houston,0
ACCT0008222,Salt Lake Community College,0
ACCT0008251,Independent Electricity System Operator (IESO),0
ACCT0008252,RR Donnelley,1
ACCT0008260,General Electric - GE Global Research,1
ACCT0008296,Spencer Stuart,0
ACCT0008299,Infoblox Inc.,0
ACCT0008325,Davis Wright Tremaine LLP,0
ACCT0008327,Littler Mendelson P.C.,0
ACCT0008347,D&M Holdings US Inc,1
ACCT0008355,Lattice Semiconductor Corporation,0
ACCT0008371,National Football League Inc,0
ACCT0008372,Australian National University,0
ACCT0008382,Midland Credit Management Inc,0
ACCT0008385,Abdul Latif Jameel Co. Ltd.,0
ACCT0008393,University of Miami,0
ACCT0008394,Western Governors University,0
ACCT0008395,Canadian Real Estate Association,0
ACCT0008400,Algorithmics Incorporated,1
ACCT0008411,Loomis Armored,0
ACCT0008424,AlixPartners LLP,0
ACCT0008460,BlueCross BlueShield of Vermont,0
ACCT0008471,Jackson Lewis LLP,0
ACCT0008485,"State of Alabama, Department of Finance, Information Services Division",0
ACCT0008502,Behr Process Corp,0
